tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,I can't tell
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,,No emotion toward brand or product
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},,No emotion toward brand or product
Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,Positive emotion
What does an Apple security guy after he locks up the store..... #sxsw - {link},,No emotion toward brand or product
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,,No emotion toward brand or product
How I got an iPad 2 during #SXSW!  {link} cc @mention,,No emotion toward brand or product
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,Positive emotion
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,Positive emotion
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,,No emotion toward brand or product
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},,No emotion toward brand or product
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},,No emotion toward brand or product
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},,No emotion toward brand or product
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",,No emotion toward brand or product
marketing and sales GENIUS: {link} #Apple #SXSW,Apple,Positive emotion
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",,No emotion toward brand or product
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,No emotion toward brand or product
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},,No emotion toward brand or product
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",,No emotion toward brand or product
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,,No emotion toward brand or product
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",iPhone,Positive emotion
Did u see anything on Google's Circles at the #sxsw? @mention @mention,,No emotion toward brand or product
The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,iPad or iPhone App,Positive emotion
Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},,No emotion toward brand or product
"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,Negative emotion
the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,iPad or iPhone App,Positive emotion
My iPhone app screen for #sxsw what am I missing?   {link},,No emotion toward brand or product
Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Android App,Positive emotion
The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,No emotion toward brand or product
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,,No emotion toward brand or product
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",,No emotion toward brand or product
Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,Negative emotion
Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,Positive emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,Positive emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,iPad,Positive emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},,No emotion toward brand or product
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,Positive emotion
"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",,No emotion toward brand or product
‰ЫП@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion
‰ЫП@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,Positive emotion
‰ЫП@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Apple,Negative emotion
#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,,No emotion toward brand or product
#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,,No emotion toward brand or product
"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",iPad,Positive emotion
"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,Positive emotion
"At #SXSW, Apple schools the marketing experts  {link}",,No emotion toward brand or product
"At #SXSW, Apple schools the marketing experts {link}",Apple,Positive emotion
"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion
"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Apple,Positive emotion
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,Positive emotion
"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,Positive emotion
‰ЫП@mention Apple store downtown Austin open til Midnight. #sxsw‰Ыќ @mention there's still time :),Apple,Positive emotion
‰ЫП@mention Apple store downtown Austin open til Midnight. #sxsw‰Ыќ any ipad2 left in stock?,,No emotion toward brand or product
@mention  Apple Store on Congress  {link} #sxsw #austin,,No emotion toward brand or product
&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Apple,Negative emotion
2wks only Apple Store in 6th Austin street is now opened. #sxsw,,No emotion toward brand or product
A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,,No emotion toward brand or product
Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Apple,Positive emotion
Temporary Apple store at #sxsw - huge line. {link},,No emotion toward brand or product
Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,iPad,Positive emotion
Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Apple,Positive emotion
"Temporary apple store for #sxsw, line goes around the block {link}",,No emotion toward brand or product
Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,,No emotion toward brand or product
Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Apple,Positive emotion
Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Apple,Positive emotion
The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,,No emotion toward brand or product
Base Camp Apple.  #SXSW {link},,No emotion toward brand or product
iPad news apps 'so last year' at #SXSW {link},iPad or iPhone App,Negative emotion
10 iPhone Apps you‰ЫЄll Probably Need and Use During #SXSW {link},iPad or iPhone App,Positive emotion
Now there are 150 million mobile google maps users @mention #sxsw,Other Google product or service,Positive emotion
The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,,No emotion toward brand or product
And a few are Android too RT @mention 10 New Mobile Apps I‰ЫЄll Be Using atеК#SXSW  {link},Android App,Positive emotion
"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",,No emotion toward brand or product
"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",iPad or iPhone App,Positive emotion
"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",,No emotion toward brand or product
"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",,No emotion toward brand or product
‰ЫП@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #Mac‰Ыќ,,No emotion toward brand or product
Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,,No emotion toward brand or product
Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},,No emotion toward brand or product
Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},,No emotion toward brand or product
I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it,iPad or iPhone App,No emotion toward brand or product
I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link},,No emotion toward brand or product
"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",,No emotion toward brand or product
If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},,No emotion toward brand or product
If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},,No emotion toward brand or product
"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",,No emotion toward brand or product
Overheard at #sxsw &quot;the iPad is a relaxing computer&quot;: agreed. #iPad #apple,iPad,Positive emotion
Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked,iPhone,Negative emotion
"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",,No emotion toward brand or product
‰ЫП@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;‰Ыќ,Apple,Negative emotion
"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",,No emotion toward brand or product
Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,,No emotion toward brand or product
Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link},,No emotion toward brand or product
Long line at #sxsw? What Else?  Apple Store {link},,No emotion toward brand or product
"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw",iPad,Positive emotion
